Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Luciani, S; Caixeta, R; Chavez, C; Ondarsuhu, D; Hennis, A",,,,"Luciani, Silvana; Caixeta, Roberta; Chavez, Carolina; Ondarsuhu, Dolores; Hennis, Anselm",,,What is the NCD service capacity and disruptions due to COVID-19? Results from the WHO non-communicable disease country capacity survey in the Americas region,BMJ OPEN,,,,,,,,,,,,"ObjectiveThis article presents the Americas regional results of the WHO non-communicable diseases (NCDs) Country Capacity Survey from 2019 to 2021, on NCD service capacity and disruptions from the COVID-19 pandemic.SettingInformation on public sector primary care services for NCDs, and related technical inputs from 35 countries in the Americas region are provided.ParticipantsAll Ministry of Health officials managing a national NCD programme, from a WHO Member State in the Americas region, were included throughout this study. Government health officials from countries that are not WHO Member States were excluded.Outcome measuresThe availability of evidence-based NCD guidelines, essential NCD medicines and basic technologies in primary care, cardiovascular disease risk stratification, cancer screening and palliative care services were measured in 2019, 2020 and 2021. NCD service interruptions, reassignments of NCD staff during the COVID-19 pandemic and mitigation strategies to reduce disruptions for NCD services were measured in 2020 and 2021.ResultsMore than 50% of countries reported a lack of comprehensive package of NCD guidelines, essential medicines and related service inputs. Extensive disruptions in NCD services resulted from the pandemic, with only 12/35 countries (34%), reporting that outpatient NCD services were functioning normally. Ministry of Health staff were largely redirected to work on the COVID-19 response, either full time or partially, reducing the human resources available for NCD services. Six of 24 countries (25%) reported stock out of essential NCD medicines and/or diagnostics at health facilities which affected service continuity. Mitigation strategies to ensure continuity of care for people with NCDs were deployed in many countries and included triaging patients, telemedicine and teleconsultations, and electronic prescriptions and other novel prescribing practices.ConclusionsThe findings from this regional survey suggest significant and sustained disruptions, affecting all countries regardless of the country's level of investments in healthcare or NCD burden.",,,,,"Chavez, Carolina/GZL-7155-2022","Chavez, Carolina/0009-0004-1221-9752; Ondarsuhu, Dolores/0000-0003-0506-3046",,,,,,,,,,,,,2044-6055,,,,,MAR,2023,13,3,,,,,,,,10.1136/bmjopen-2022-070085,http://dx.doi.org/10.1136/bmjopen-2022-070085,,,,,,,,36863746,,,,,WOS:000960988700057,View Full Record in Web of Science
J,"Enciu, BG; Tanase, AA; Draganescu, AC; Arama, V; Pitigoi, D; Craciun, MD",,,,"Enciu, Bianca Georgiana; Tanase, Alina Andreea; Draganescu, Anca Cristina; Arama, Victoria; Pitigoi, Daniela; Craciun, Maria-Dorina",,,The COVID-19 Pandemic in Romania: A Comparative Description with Its Border Countries,HEALTHCARE,,,,,,,,,,,,"The COVID-19 pandemic continues to be a major public health problem in most countries of the world, especially in developing countries with an underfunded healthcare system. We aim to present a comparative profile of the epidemiological characteristics of the COVID-19 pandemic in Romania and neighboring countries, which have similar onset and a similar socio-cultural pattern. A descriptive comparative study was performed using COVID-19 data collected from various official websites regarding demography, morbidity, mortality, vaccination, and testing capacity. The countries included in the study were Romania, Bulgaria, Hungary, Republic of Moldova, Serbia, and Ukraine. The study period was from week 09/2020 to week 46/2021. Overall, these countries have reported 8,382,441 cases and 216,014 deaths (during the study period). The highest cumulative incidence rate of cases has been recorded in Serbia (17,801.5) and the highest mortality rate has been recorded in Bulgaria (391.0). Romania is in fourth place regarding the cumulative incidence rate of cases/100,000 inhabitants but in third place regarding the mortality due to COVID-19 (case-fatality rate of 3.1%). Although the World Health Organization and EU co-ordinate the COVID-19 response, each state makes its own decisions regarding SARS-CoV-2 mitigation measures, the epidemiological indicators directing us about the effectiveness of responses.",,,,,"Draganescu, Anca Cristina/AAH-6671-2021; Cr?ciun, Maria-Dorina/AAW-7406-2020","Cr?ciun, Maria-Dorina/0000-0003-1052-7730; ENCIU, BIANCA GEORGIANA/0000-0002-0376-8088; Tanase, Alina-Andreea/0000-0002-9109-8925; Pitigoi, Daniela/0000-0003-4118-8268",,,,,,,,,,,,,,2227-9032,,,,JUL,2022,10,7,,,,,,,1223,10.3390/healthcare10071223,http://dx.doi.org/10.3390/healthcare10071223,,,,,,,,35885750,,,,,WOS:000832353400001,View Full Record in Web of Science
J,"Sharif, SV; Moshfegh, PH; Morshedi, MA; Kashani, H",,,,"Sharif, Shahab Valaei; Moshfegh, Peyman Habibi; Morshedi, Mohamad Ali; Kashani, Hamed",,,Modeling the impact of mitigation policies in a pandemic: A system dynamics approach,INTERNATIONAL JOURNAL OF DISASTER RISK REDUCTION,,,,,,,,,,,,"In the absence of effective and adequate vaccines, healthcare decision-makers must rely on non -pharmaceutical interventions (NPIs), such as lockdown, testing, hospital capacity building, and increasing the number of medical staff to control the outbreak of an infectious disease like COVID-19. This manuscript presents a System Dynamics (SD) model to analyze the healthcare system performance under various NPIs during a pandemic. The proposed model, which extends the commonly-used Susceptible-Exposed-Infectious-Recovered (SEIR) model, comprises four sub -models: outbreak, hospital performance, medicine supply, and staff functionality. These sub -models work in harmony to stimulate the impact of NPIs on the disease outbreak pattern and the healthcare system's response to demand surge. The proposed model considers the uncertainty about the nature of the disease, the public's behavior, medicine availability, and medical staff efficiency. The proposed model was applied for the ex-ante evaluation of candidate NPIs adoptable against the COVID-19 outbreak in Iran. Consistent with the reported statistics, the results show that the peak demand can significantly exceed the healthcare system's initial ca-pacity if no action is taken. If simultaneously implemented, lockdown and testing can consider-ably delay the peak of infections, reduce its magnitude, dampen the hospital demand, and decrease mortality. The proposed model is unique as it determines the extent to which system components (e.g., community, healthcare system, and medicine supply chain) impact the observed outcomes (e.g., morbidity and mortality rates). Its structure is generic and flexible, which facilitates the extension and application of the model to evaluate candidate mitigation policies in various geographical contexts.",,,,,,"Habibi Moshfegh, Peyman/0009-0000-7768-0380; Valaei Sharif, Shahab/0000-0003-4265-7724",,,,,,,,,,,,,2212-4209,,,,,NOV,2022,82,,,,,,,,103327,10.1016/j.ijdrr.2022.103327,http://dx.doi.org/10.1016/j.ijdrr.2022.103327,,OCT 2022,,,,,,,,,,,WOS:000874194900003,View Full Record in Web of Science
J,"Knighton, AJ; Ranade-Kharkar, P; Brunisholz, KD; Wolfe, D; Allen, L; Belnap, TW; Todd, TM; Srivastava, R; Kapsandoy, S; Ize-Ludlow, D; Allen, TL",,,,"Knighton, Andrew J.; Ranade-Kharkar, Pallavi; Brunisholz, Kimberly D.; Wolfe, Douglas; Allen, Lauren; Belnap, Thomas W.; Moores Todd, Tamara; Srivastava, Rajendu; Kapsandoy, Seraphine; Ize-Ludlow, Diego; Allen, Todd L.",,,"Rapid Implementation of a Complex, Multimodal Technology Response to COVID-19 at an Integrated Community-Based Health Care System",APPLIED CLINICAL INFORMATICS,,,,,,,,,,,,"Background The rapid spread of severe acute respiratory syndrome coronavirus-2 or SARS-CoV-2 necessitated a scaled treatment response to the novel coronavirus disease 2019 (COVID-19). Objective This study aimed to characterize the design and rapid implementation of a complex, multimodal, technology response to COVID-19 led by the Intermountain Healthcare's (Intermountain's) Care Transformation Information Systems (CTIS) organization to build pandemic surge capacity. Methods Intermountain has active community-spread cases of COVID-19 that are increasing. We used the Centers for Disease Control and Prevention Pandemic Intervals Framework (the Framework) to characterize CTIS leadership's multimodal technology response to COVID-19 at Intermountain. We provide results on implementation feasibility and sustainability of health information technology (HIT) interventions as of June 30, 2020, characterize lessons learned and identify persistent barriers to sustained deployment. Results We characterize the CTIS organization's multimodal technology response to COVID-19 in five relevant areas of the Framework enabling (1) incident management, (2) surveillance, (3) laboratory testing, (4) community mitigation, and (5) medical care and countermeasures. We are seeing increased use of traditionally slow-to-adopt technologies that create additional surge capacity while sustaining patient safety and care quality. CTIS leadership recognized early that a multimodal technology intervention could enable additional surge capacity for health care delivery systems with a broad geographic and service scope. A statewide central tracking system to coordinate capacity planning and management response is needed. Order interoperability between health care systems remains a barrier to an integrated response. Conclusion The rate of future pandemics is estimated to increase. The pandemic response of health care systems, like Intermountain, offers a blueprint for the leadership role that HIT organizations can play in mainstream care delivery, enabling a nimbler, virtual health care delivery system that is more responsive to current and future needs.",,,,,,"Srivastava, Rajendu/0000-0003-0649-6222",,,,,,,,,,,,,1869-0327,,,,,OCT,2020,11,5,,,,,825,838,,10.1055/s-0040-1719179,http://dx.doi.org/10.1055/s-0040-1719179,,,,,,,,33327036,,,,,WOS:000599189000001,View Full Record in Web of Science
J,"Schmitz, A; Garten, C; Kuhne, S; Brandt, M",,,,"Schmitz, Alina; Garten, Claudius; Kuehne, Simon; Brandt, Martina",,,"Worries about inadequate medical treatment in case of a COVID-19 infection: the role of social inequalities, COVID-19 prevalence and healthcare infrastructure",BMC PUBLIC HEALTH,,,,,,,,,,,,"Background This study investigates individual and regional determinants of worries about inadequate medical treatment in case of a COVID-19 infection, an important indicator of mental wellbeing in pandemic times as it potentially affects the compliance with mitigation measures and the willingness to get vaccinated. The analyses shed light on the following questions: Are there social inequalities in worries about inadequate medical treatment in case of a COVID-19 infection? What is the role of the regional spread of COVID-19 infections and regional healthcare capacities? Methods Based on data derived from the German Socioeconomic Panel (SOEP), a representative sample of the German population aged 18 years and over, we estimated multilevel logistic regression models with individual-level (level 1) and regional-level (level 2) variables. The regional variables of interest were (a) the number of COVID-19 infections, (b) the number of hospital beds as an overall measure of the regional healthcare capacities, and (c) the number of free intensive care units as a measure of the actual capacities for treating patients with severe courses of COVID-19. Results Women, older respondents, persons with migrant background and those with a lower socioeconomic status were more likely to report worries about inadequate medical treatment in case of a COVID-19 infection. Moreover, respondents with chronic illness, lower subjective health and those who consider COVID-19 as a threat for their own health were more likely to report worries. In addition, also regional characteristics were relevant. Worries were more common in poorer regions with higher COVID-19 infections and worse health infrastructure as indicated by the number of hospital beds. Conclusions The analysis not only indicates that several social groups are more concerned about inadequate medical treatment in case of a COVID-19 infection, but also highlights the need for considering regional-level influences, such as the spread of the virus, poverty rates and healthcare infrastructure, when analyzing the social and health-related consequences of the pandemic.",,,,,,,,,,,,,,,,,,,,1471-2458,,,,SEP 16,2022,22,1,,,,,,,1761,10.1186/s12889-022-14024-9,http://dx.doi.org/10.1186/s12889-022-14024-9,,,,,,,,36114486,,,,,WOS:000854508200003,View Full Record in Web of Science
J,"Buckley, CJ; Clem, RS; Herron, ES",,,,"Buckley, Cynthia J.; Clem, Ralph S.; Herron, Erik S.",,,"The COVID-19 Pandemic and State Healthcare Capacity: Government Responses and Citizen Assessments in Estonia, Georgia, and Ukraine",PROBLEMS OF POST-COMMUNISM,,,,,,,,,,,,"The emergence of the COVID-19 pandemic raises concerns about the capability of governments to develop policies addressing its effects. This article evaluates citizens' attitudes about their governments' early responses to the crisis in three post-Soviet countries (Estonia, Georgia, and Ukraine). We explore how the pandemic emerged, focusing on connections among state capacity, government policy interventions, and crisis mitigation. We also use data from the Perceptions and Attitudes on COVID-19 in Eurasia (PACE) survey to evaluate how individual-level attitudes and characteristics are associated with evaluations of government responsiveness. We find that trust in state institutions affects reported satisfaction with crisis responses.",,,,,,,,,,,,,,,,,,,1075-8216,1557-783X,,,,JAN 2,2022,69,1,,,SI,,14,25,,10.1080/10758216.2021.1908147,http://dx.doi.org/10.1080/10758216.2021.1908147,,APR 2021,,,,,,,,,,,WOS:000642594100001,View Full Record in Web of Science
J,"Lee, SH; Park, SY; Seon, JY; Jeon, WH; Nam, SI; Park, JH; Park, JS; Kim, HY; Thakkar, N; Selvaraj, P; Bershteyn, A; Oh, IH",,,,"Lee, Seung Heon; Park, So-Youn; Seon, Jeong-Yeon; Jeon, Woo-Hwi; Nam, Sung-Il; Park, Jong-Hak; Park, Jae Seok; Kim, Hae-Young; Thakkar, Niket; Selvaraj, Prashanth; Bershteyn, Anna; Oh, In-Hwan",,,Intensive Care Unit Capacity and Its Associated Risk Factors During the COVID-19 Surge in the Republic of Korea: Analysis Using Nationwide Health Claims Data,RISK MANAGEMENT AND HEALTHCARE POLICY,,,,,,,,,,,,"Objective: To identify risk factors for intensive care unit (ICU) admission and mechanical ventilator usage among confirmed coronavirus disease (COVID-19) patients and estimate the effects of mitigation efforts on ICU capacity in Korea. Patients and Methods: Data on profiles and medical history of all confirmed COVID-19 patients in the past 1 year were extracted from the Korean National Health Insurance System's claims database to assess risk factors for ICU admission and ventilator use. We used a time-series epidemic model to estimate the ICU census in Daegu from the reported hospital data. Findings: Multivariate regression analysis revealed male sex, old age, and residing in Daegu city as significant risk factors for ICU admission. The number of patients requiring ICU admission exceeded the bed capacity across all Daegu hospitals before March 9, 2020, and therefore, critically ill patients were transferred to nearby hospitals outside Daegu. This finding was consistent with our prediction that the ICU census in Daegu would peak on March 16, 2020, at 160 through mitigation efforts, without which it would have reached 300 by late March 2020. Conclusion: Older age and male sex were risk factors for ICU admission. In addition, the geographic location of the hospital seems to contribute to the severity of the COVID-19 patients admitted to the ICU and to the ICU capacity.",,,,,"Selvaraj, Prashanth/AAS-7723-2020; Lee, Seung Heon/F-3246-2019","Selvaraj, Prashanth/0000-0001-7565-2300; Park, Jong-Hak/0000-0001-9481-6358; Lee, Seung Heon/0000-0002-7180-3877; Seon, Jeong-Yeon/0000-0002-0080-168X",,,,,,,,,,,,,,1179-1594,,,,,2020,13,,,,,,2571,2581,,10.2147/RMHP.S273363,http://dx.doi.org/10.2147/RMHP.S273363,,,,,,,,33209067,,,,,WOS:000588343700001,View Full Record in Web of Science
J,"Kim, YE; Loayza, NV",,,,"Kim, Young Eun; Loayza, Norman V.",,,Economic loss from COVID-19 fatalities across countries: a VSL approach,APPLIED ECONOMICS LETTERS,,,,,,,,,,,,"COVID-19 has quickly propagated throughout the globe and triggered the worst economic crisis the world has experienced in recent history. We estimate mortality rates and associated economic loss of fatalities for different contagion suppression scenarios in a worldwide group of countries. We adjust previous estimates of mortality rates by adjusting for lower healthcare capacity to treat critically ill patients in lower-income countries. Furthermore, we adjust previous estimates of the economic loss from fatalities by controlling for the age profile of victims. The results show significant economic gains in adopting mitigation strategies, but the marginal gains decrease when moving from mitigation to suppression strategies. Moreover, lower-income countries gain less in moving from no intervention to mitigation and still less in moving from mitigation to suppression than higher-income countries do.",,,,,,,,,,,,,,,,,,,1350-4851,1466-4291,,,,APR 16,2022,29,7,,,,,644,650,,10.1080/13504851.2021.1883521,http://dx.doi.org/10.1080/13504851.2021.1883521,,FEB 2021,,,,,,,,,,,WOS:000626380300001,View Full Record in Web of Science
J,"Van Hout, MC; Mhango, V; Kaima, R; Bigland, C; Mariniello, T",,,,"Van Hout, Marie Claire; Mhango, Victor; Kaima, Ruth; Bigland, Charlotte; Mariniello, Triestino",,,"A legal-realist assessment of human rights, right to health and standards of healthcare in the Malawian prison system during COVID-19 state disaster measures",INTERNATIONAL JOURNAL OF PRISONER HEALTH,,,,,,,,,,,,"Purpose The first case of COVID-19 in the Malawi prison system was reported in July 2020. Human rights organisations raised concerns about the possibility of significant COVID-19 outbreaks and deaths in the prison system, because of the poor infrastructure, lack of healthcare and adequate COVID-19 mitigation measures, existing co-morbidities (tuberculosis, HIV and hepatitis C), malnutrition and poor health of many prisoners. Design/methodology/approach The authors conducted a legal-realist assessment of the Malawian prison system response to COVID-19 during state disaster measures, with a specific focus on the right to health and standards of healthcare as mandated in international, African and domestic law. Findings The Malawi prison system was relatively successful in preventing serious COVID-19 outbreaks in its prisons, despite the lack of resources and the ad hoc reactive approach adopted. Whilst the Malawi national COVID plan was aligned to international and regional protocols, the combination of infrastructural deficits (clinical staff and medical provisions) and poor conditions of detention (congestion, lack of ventilation, hygiene and sanitation) were conducive to poor health and the spread of communicable disease. The state of disaster declared by the Malawi Government and visitation restrictions at prisons worsened prison conditions for those working and living there. Originality/value In sub-Saharan Africa, there is limited capacity of prisons to adequately respond to COVID-19. This is the first legal-realist assessment of the Malawian prison system approach to tackling COVID-19, and it contributes to a growing evidence of human rights-based investigations into COVID-19 responses in African prisons (Ethiopia, South Africa and Zimbabwe).",,,,,,,,,,,,,,,,,,,1744-9200,1744-9219,,,,2022 MAR 18,2022,,,,,,,,,,10.1108/IJPH-10-2021-0108,http://dx.doi.org/10.1108/IJPH-10-2021-0108,,MAR 2022,,,,,,35294830,,,,,WOS:000772556000001,View Full Record in Web of Science
J,"Ramaswamy, R; Ramaswamy, V; Holly, M; Bartels, S; Barach, P",,,,"Ramaswamy, Rohit; Ramaswamy, Varun; Holly, Margaret; Bartels, Sophia; Barach, Paul",,,Transitioning from learning healthcare systems to learning health communities: Building decision-making competencies during COVID-19,LEARNING HEALTH SYSTEMS,,,,,,,,,,,,"Introduction: The persisting and evolving COVID-19 pandemic has made apparent that no singular policy of mitigation at a regional, national or global level has achieved satisfactory and universally acceptable results. In the United States, carefully planned and executed pandemic policies have been neither effective nor popular and COVID-19 risk management decisions have been relegated to individual citizens and communities. In this paper, we argue that a more effective approach is to equip and strengthen community coalitions to become local learning health communities (LLHCs) that use data over time to make adaptive decisions that can optimize the equity and well-being in their communities. Methods: We used data from the North Carolina (NC) county and zip code levels from May to August 2020 to demonstrate how a LLHC could use statistical process control (SPC) charts and simple statistical analysis to make local decisions about how to respond to COVID-19. Results: We found many patterns of COVID-19 progression at the local (county and zip code) levels during the same time period within the state that were completely different from the aggregate NC state level data used for policy making. Conclusions: Systematic approaches to learning from local data to support effective decisions have promise well beyond the current pandemic. These tools can help address other complex public health issues, and advance outcomes and equity. Building this capacity requires investment in data infrastructure and the strengthening of data competencies in community coalitions to better interpret data with limited need for advanced statistical expertise. Additional incentives that build trust, support data transparency, encourage truth-telling and promote meaningful teamwork are also critical. These must be carefully designed, contextually appropriate and multifaceted to motivate citizens to create and sustain an effective learning system that works for their communities.",,,,,,,,,,,,,,,,,,,2379-6146,,,,,APR,2023,7,2,,,,,,,e10337,10.1002/lrh2.10337,http://dx.doi.org/10.1002/lrh2.10337,,SEP 2022,,,,,,36247203,,,,,WOS:000855281100001,View Full Record in Web of Science
J,"Behrman, P; Fitzgibbon, ML; Dulin, A; Wang, ML; Baskin, M",,,,"Behrman, Pamela; Fitzgibbon, Marian L.; Dulin, Akilah; Wang, Monica L.; Baskin, Monica",,,Society of behavioral medicine statement on COVID-19 and rural health,TRANSLATIONAL BEHAVIORAL MEDICINE,,,,,,,,,,,,"This position statement provides researchers, practitioners, and policymakers an overview of pre-existing and COVID-related rural health inequities in the United States (U.S.) and how they have been exacerbated by the COVID-19 pandemic. Health deserts, defined as large areas with inadequate or nonexistent medical and trauma facilities, are common in rural regions of the U.S. While telehealth could address some of these health-related inequities, significant gaps in broadband Internet availability are also common in these more remote areas. The Society of Behavioral Medicine urges Congress to authorize increased funding to rural healthcare facilities and staffing, along with the development of enhanced broadband Internet infrastructure. In addition, incentivizing rural healthcare systems to deliver value-based care could enhance their capacity to implement population health and behavioral health strategies. To stem the spread of COVID-19 in higher-risk rural-based industries (e.g., food processing plants), SBM urges Congress to require the Occupational Safety and Health Administration (OSHA) to routinely inspect for and enforce COVID-19 mitigation procedures, such as provision of effective Personal Protective Equipment (PPE) to all front-line workers and consistent implementation of standardized testing and social distancing advisories. The context of rural communities underscores the importance of tailored approaches to mitigate rural health inequities and promote the well-being of rural residents.",,,,,,,,,,,,,,,,,,,1869-6716,1613-9860,,,,FEB,2021,11,2,,,,,625,630,,10.1093/tbm/ibaa114,http://dx.doi.org/10.1093/tbm/ibaa114,,,,,,,,33289790,,,,,WOS:000649397000033,View Full Record in Web of Science
J,"Carli, R; Cavone, G; Epicoco, N; Scarabaggio, P; Dotoli, M",,,,"Carli, Raffaele; Cavone, Graziana; Epicoco, Nicola; Scarabaggio, Paolo; Dotoli, Mariagrazia",,,Model predictive control to mitigate the COVID-19 outbreak in a multi-region scenario,ANNUAL REVIEWS IN CONTROL,,,,,,,,,,,,"The COVID-19 outbreak is deeply influencing the global social and economic framework, due to restrictive measures adopted worldwide by governments to counteract the pandemic contagion. In multi-region areas such as Italy, where the contagion peak has been reached, it is crucial to find targeted and coordinated optimal exit and restarting strategies on a regional basis to effectively cope with possible onset of further epidemic waves, while efficiently returning the economic activities to their standard level of intensity. Differently from the related literature, where modeling and controlling the pandemic contagion is typically addressed on a national basis, this paper proposes an optimal control approach that supports governments in defining the most effective strategies to be adopted during post-lockdown mitigation phases in a multi-region scenario. Based on the joint use of a non-linear Model Predictive Control scheme and a modified Susceptible-Infected-Recovered (SIR)-based epidemiological model, the approach is aimed at minimizing the cost of the so-called non-pharmaceutical interventions (that is, mitigation strategies), while ensuring that the capacity of the network of regional healthcare systems is not violated. In addition, the proposed approach supports policy makers in taking targeted intervention decisions on different regions by an integrated and structured model, thus both respecting the specific regional health systems characteristics and improving the system-wide performance by avoiding uncoordinated actions of the regions. The methodology is tested on the COVID-19 outbreak data related to the network of Italian regions, showing its effectiveness in properly supporting the definition of effective regional strategies for managing the COVID-19 diffusion.",,,,,"Dotoli, Mariagrazia/AAB-9912-2020; Cavone, Graziana/AAL-9248-2021; Epicoco, Nicola/ABB-6589-2020; Carli, Raffaele/AAW-4852-2020","Cavone, Graziana/0000-0001-7102-4542; Epicoco, Nicola/0000-0003-0189-8716; Carli, Raffaele/0000-0001-9184-6017",,,,,,,,,,,,,1367-5788,1872-9088,,,,,2020,50,,,,,,373,393,,10.1016/j.arcontrol.2020.09.005,http://dx.doi.org/10.1016/j.arcontrol.2020.09.005,,,,,,,,33024411,,,,,WOS:000600551200021,View Full Record in Web of Science
J,"Zhu, SY; Zhang, LM; Xie, SH; He, HC; Wei, Q; Du, CP; Yang, YH; Liu, ZY; He, CQ; Gao, Q; Yang, L",,,,"Zhu, Siyi; Zhang, Liming; Xie, Suhang; He, Hongchen; Wei, Quan; Du, Chunping; Yang, Yonghong; Liu, Zuoyan; He, Chengqi; Gao, Qiang; Yang, Lin",,,Reconfigure rehabilitation services during the Covid-19 pandemic: best practices from Southwest China,DISABILITY AND REHABILITATION,,,,,,,,,,,,"Purpose The healthcare system and service capacity are overwhelmed by the Covid-19 pandemic. There is a substantial unmet need for rehabilitation service to all patients affected by Covid-19 directly or indirectly. This article aims to describe how to rapidly reconfigure and bring rehabilitation services back during the pandemic. Method The Steer committee meeting was held for the development of a strategic preparedness plan and safety management based on principles and evidence of rehabilitation, which will lead to effective mitigation of consequences resulted from Covid-19. Results Five measures were taken in Southwest China during the pandemic, which includes the First contact responsibility and management system; the full-coverage system for nosocomial infection control; the Closed-off management system; the full-coverage system for body temperature monitoring; the adoption of 5G-based telerehabilitation. With the implementation of these measures, the capacity and capability were enhanced to safely reopen and operate rehabilitation facilities in Southwest China. Conclusion Further measurement of quality of care and outcomes during and beyond the pandemic is needed in transforming the healthcare system and improving rehabilitation services. Hopefully, the positive message conveyed by this paper could encourage and support communities and the society of physical medicine and rehabilitation worldwide during this challenging time.",,,,,"Z, LM/IWL-7952-2023; Wei, Quan/AAV-4474-2021",,,,,,,,,,,,,,0963-8288,1464-5165,,,,JAN 2,2021,43,1,,,,,126,132,,10.1080/09638288.2020.1853828,http://dx.doi.org/10.1080/09638288.2020.1853828,,NOV 2020,,,,,,33280457,,,,,WOS:000596653100001,View Full Record in Web of Science
J,"Hasan, HF",,,,"Hasan, Hasan Falah",,,Legal and Health Response to COVID-19 in the Arab Countries,RISK MANAGEMENT AND HEALTHCARE POLICY,,,,,,,,,,,,"Background: Arab countries account for almost 6% of the global population, yet they make up only 5% of the total cases and less than 3% of the global death toll attributed to COVID-19. COVID-19 has put the health systems in the various Arab Countries and their ability to deliver healthcare services under tremendous strain. The capacity and stability of any health system is important in any type of response to the pandemic, in order to ensure an effective and efficient delivery of care to the public through COVID-19 and beyond. The objective of this study is to identify the various response of health systems in Arab Countries to COVID-19, and highlight the legal and health challenges faced during the pandemic. The study identified both gaps and good practices that may be utilized in order to guide the efforts in response to COVID-19 and the recovery efforts once the pandemic is over. Methods: To determine why the response of some health systems in Arab Countries responses are more effective than others, a three-step framework is adopted which includes, detection, containment, and treatment stages. In order to identify which countries are excelling at detection, containment, and treatment stages, several indicators were selected for each stage. To be able to understand the legal and health challenges of response to the COVID-19 pandemic, an analysis of the health systems, the resources in terms of quality and access, health workforce, and finance was conducted. Secondary data published by the Global Burden of Disease Study, and the Global Change Data Lab of the University of Oxford was used to study identified gaps and good practices to guide the responses to COVID-19 and recovery efforts once the pandemic is over. Results: The epidemiologic record demonstrates that that certain Arab countries are managing to control the pandemic, through a combination of mitigation strategies, suppression strategy and elimination strategy. There are several barriers and challenges in Arab health systems which have been amplified due to COVID-19 and if ignored may pose a further significant challenge in the future. Health systems in Arab countries are not sufficiently equipped to handle all healthcare needs related to COVID-19, in particular issues relating to administration, equity, finances, the supply side of healthcare, and usage of information technology. Conclusion: In Arab counties, the standard response to COVID-19 was enforced by new health laws, which consist of a combination of the traditional disease control measures (testing, contact-tracing, social distancing), population-based physical distancing (including stay-at-home orders, school and business closures, and social gathering bans), travel limits (including travel bans, and border closures), and economic support measures. Acceptable healthcare quality and access, sufficient health workforce, and sufficient funds are the most imperative needs in the health system in Arab counties to provide a sustainable response to the COVID-19 pandemic.",,,,,,,,,,,,,,,,,,,,1179-1594,,,,,2021,14,,,,,,1141,1154,,10.2147/RMHP.S297565,http://dx.doi.org/10.2147/RMHP.S297565,,,,,,,,33758566,,,,,WOS:000632266900001,View Full Record in Web of Science
J,"Okeke, C; Eigbiremolen, GO; Uzochukwu, B; Mbachu, C; Onwujekwe, O",,,,"Okeke, Chinyere; Eigbiremolen, Godstime O. O.; Uzochukwu, Benjamin; Mbachu, Chinyere; Onwujekwe, Obinna",,,The Role of Contextual Factors in Private Sector Engagement: A Case Study of Private Sector Contribution to COVID-19 Mitigation in Nigeria,FRONTIERS IN PUBLIC HEALTH,,,,,,,,,,,,"The Private Sector Coalition against COVID-19 (CACOVID) was established on the 27th of March 2020 to mobilize private sector resources toward supporting the government's response to the COVID-19 pandemic. More specifically, CACOVID set out to provide leadership functions, raise public awareness, provide buy-in for COVID-19 prevention, and provide direct support to strengthen the health system's capacity to respond to the crisis. In this paper, we examine the contextual factors that shaped the private sector's engagement in the fight against the pandemic with a view to identifying progress and learning opportunities. A desk review of the existing literature and documents from relevant stakeholders (government, organized private sector, and civil society organizations) was carried out. Using both the Grindle and Thomas (1) and Husted and Salazar (2) frameworks, we identified individual characteristics (industry expertise and position, philanthropy, and personal/economic interest); the economic crises created by the pandemic; a weak health system; and the multi-sectoral nature of the response to the pandemic.as contextual factors that influenced public-private collaboration in tackling the COVID-19 pandemic in Nigeria. That is, the private sector collaborated with the government based on several interrelated contexts that confront them with issues they need to address; determine what options are feasible politically, economically, and administratively; set limits on what solutions are eventually considered; and respond to efforts to alter existing policies and institutional practices. The identified contextual factors provide learning opportunities for enhancing public-private partnership in advancing healthcare not just in Nigeria, but also in related countries in Africa and other developing countries.",,,,,,,,,,,,,,,,,,,,2296-2565,,,,JUN 21,2022,10,,,,,,,,915330,10.3389/fpubh.2022.915330,http://dx.doi.org/10.3389/fpubh.2022.915330,,,,,,,,35801254,,,,,WOS:000878819400001,View Full Record in Web of Science
