Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Feldman, AG; O'Leary, ST; Danziger-Isakov, L",,,,"Feldman, Amy G.; O'Leary, Sean T.; Danziger-Isakov, Lara",,,The Risk of Resurgence in Vaccine-Preventable Infections Due to Coronavirus Disease 2019-Related Gaps in Immunization,CLINICAL INFECTIOUS DISEASES,,,,,,,,,,,,"Nationally, immunization delivery has decreased significantly during the coronavirus disease 2019 (COVID-19) pandemic. Internationally, >60 national vaccine programs have been disrupted or suspended. As a result of these immunization declines, the global community is at risk for a resurgence in vaccine-preventable infections including measles, pertussis, and polio-all highly contagious diseases that result in significant morbidity and mortality in children. Measles outbreaks have already occurred in many countries that suspended their vaccination programs. Outbreaks in the United States are likely to occur when social distancing stops and children return to school. Healthcare providers have acted quickly to institute multiple risk mitigation strategies to restore vaccine administration. However, childhood immunization rates remain below pre-COVID-19 levels. Partnerships between healthcare providers, community leaders, and local, state, regional, and national public health departments are needed to reassure families that vaccine delivery during COVID-19 is safe and to identify and catch up those children who are underimmunized.",,,,,,"O'Leary, Sean/0000-0003-2365-582X",,,,,,,,,,,,,1058-4838,1537-6591,,,,NOV 15,2021,73,10,,,,,1920,1923,,10.1093/cid/ciab127,http://dx.doi.org/10.1093/cid/ciab127,,,,,,,,33580243,,,,,WOS:000728173000028,View Full Record in Web of Science
J,"Cavanaugh, AM; Raparti, L; Bhurgri, M; Herrington, A; Holladay, C; Arora, V; Spicer, KB; Thoroughman, DA; Winter, K",,,,"Cavanaugh, Alyson M.; Raparti, Likhita; Bhurgri, Mishaal; Herrington, Amy; Holladay, Claire; Arora, Vaneet; Spicer, Kevin B.; Thoroughman, Douglas A.; Winter, Kathleen",,,"Characteristics of Decedents With COVID-19-Related Mortality in Kentucky, July 1-August 13, 2021",PUBLIC HEALTH REPORTS,,,,,,,,,,,,"Objective: Although vaccination reduces the risk of severe COVID-19, fatal COVID-19 cases after vaccination can occur. We examined the characteristics of decedents with COVID-19-related mortality to help inform discussions about vaccination, boosters, and mitigation strategies. Methods: We examined COVID-19-related deaths in Kentucky resulting from infections occurring from July 1 through August 13, 2021. We used records from case investigations, medical records, the Kentucky Health Information Exchange, and the Kentucky Immunization Registry to determine demographic information, vaccination status, and underlying health conditions, including calculation of the Charlson Comorbidity Index (CCI). We calculated mortality incidence rates by vaccination status by using data for unvaccinated and fully vaccinated populations in Kentucky as of July 1, 2021. Results: In total, 777 COVID-19-related deaths occurred in Kentucky during the study period; 592 (76.2%) occurred among unvaccinated people. Compared with unvaccinated decedents, fully vaccinated decedents were older (median age, 77 vs 65 years; P < .001), had higher comorbidity levels (median CCI, 3 vs 1; P < .001), and were more likely to have immunocompromised health status (26.4% vs 16.0%; P = .003). Diabetes, hypertension, heart disease, and chronic lung disease were more common among vaccinated decedents than among unvaccinated decedents. Unvaccinated adults had a significantly higher risk of death than fully vaccinated adults (incidence rate ratio for age 20-49 years: 20.5 [95% CI, 6.5-64.8]; 50-64 years: 14.6 [95% CI, 9.4-22.7]; >= 65 years: 10.2 [95% CI, 8.3-12.4]). Conclusions: Immunocompromised health status, older age, and higher comorbidity were prevalent among fully vaccinated decedents, suggesting adults with these characteristics may benefit from additional protection strategies. Further understanding of the protection of additional and booster doses is needed.",,,,,,"Cavanaugh, Alyson/0000-0001-7512-2860",,,,,,,,,,,,,0033-3549,1468-2877,,,,MAY,2023,138,3,,,,,526,534,,10.1177/00333549231155867,http://dx.doi.org/10.1177/00333549231155867,,MAR 2023,,,,,,36927290,,,,,WOS:000971165300001,View Full Record in Web of Science
J,"Suwantika, AA; Boersma, C; Postma, MJ",,,,"Suwantika, Auliya A.; Boersma, Cornelis; Postma, Maarten J.",,,The potential impact of COVID-19 pandemic on the immunization performance in Indonesia,EXPERT REVIEW OF VACCINES,,,,,,,,,,,,,,,,,"Suwantika, Auliya A/ABF-5700-2020","Suwantika, Auliya Abdurrohim/0000-0001-8671-2065; Boersma, Cornelis/0000-0002-1190-2638; Postma, Maarten/0000-0002-6306-3653",,,,,,,,,,,,,1476-0584,1744-8395,,,,AUG 2,2020,19,8,,,,,687,690,,10.1080/14760584.2020.1800461,http://dx.doi.org/10.1080/14760584.2020.1800461,,AUG 2020,,,,,,32758031,,,,,WOS:000556460700001,View Full Record in Web of Science
J,"Urrunaga-Pastor, D; Bendezu-Quispe, G; Herrera-Anazco, P; Uyen-Cateriano, A; Toro-Huamanchumo, CJ; Rodriguez-Morales, AJ; Hernandez, AV; Benites-Zapata, VA",,,,"Urrunaga-Pastor, Diego; Bendezu-Quispe, Guido; Herrera-Anazco, Percy; Uyen-Cateriano, Angela; Toro-Huamanchumo, Carlos J.; Rodriguez-Morales, Alfonso J.; Hernandez, Adrian, V; Benites-Zapata, Vicente A.",,,"Cross-sectional analysis of COVID-19 vaccine intention, perceptions and hesitancy across Latin America and the Caribbean",TRAVEL MEDICINE AND INFECTIOUS DISEASE,,,,,,,,,,,,"Background: Determinants of vaccine acceptance are multifactorial, complex, and in most cases, context dependent. We determined the prevalence of COVID-19 vaccination intention (VI) and fear of its adverse effects (FAE) as well as their associated factors in Latin America and the Caribbean (LAC). Methods: We conducted a secondary cross-sectional analysis of a database collected by the University of Maryland and Facebook. We included participants aged 18 and over from LAC surveyed, January 15 to February 1, 2021. We evaluated VI, FAE, sociodemographic characteristics, COVID-19 symptomatology, compliance with community mitigation strategies, food and economic insecurity, mental health evaluation and the influence in VI when recommended by different stakeholders. We calculated crude and adjusted prevalence ratios with their 95%CIs. Results: We analyzed 472,521 responses by Latin American adults, finding a VI and FAE prevalence of 80.0% and 81.2%, respectively. We found that female and non-binary genders were associated with a lower probability of VI and a higher probability of FAE. Besides, living in a town, village or rural area and economic insecurity was associated with a higher FAE probability. The fears of becoming seriously ill, a family member becoming seriously ill from COVID-19 and having depressive symptoms were associated with a higher probability of VI and FAE. Conclusion: Eight out of 10 adults in LAC have VI and FAE. The factors identified are useful for the development of communication strategies to reduce FAE frequency. It is necessary to guarantee mass vaccination and support the return of economic activities.",,,,,"Urrunaga-Pastor, Diego/ADI-5189-2022; Rodriguez-Morales, Alfonso J./R-9765-2016; Hernandez, Adrian V./ABD-4616-2021; Bendezu-Quispe, Guido/H-7415-2014","Rodriguez-Morales, Alfonso J./0000-0001-9773-2192; Hernandez, Adrian V./0000-0002-9999-4003; Bendezu-Quispe, Guido/0000-0002-5140-0843; Benites Zapata, Vicente Aleixandre/0000-0002-9158-1108",,,,,,,,,,,,,1477-8939,1873-0442,,,,MAY-JUN,2021,41,,,,,,,,102059,10.1016/j.tmaid.2021.102059,http://dx.doi.org/10.1016/j.tmaid.2021.102059,,MAY 2021,,,,,,33848692,,,,,WOS:000685454200010,View Full Record in Web of Science
J,"Orok, E; Ndem, E; Daniel, E",,,,"Orok, Edidiong; Ndem, Ekpedeme; Daniel, Eunice",,,"Knowledge, attitude and perception of medical students on COVID-19 vaccines: A study carried out in a Nigerian University",FRONTIERS IN PUBLIC HEALTH,,,,,,,,,,,,"ObjectiveVaccine development, distribution, and immunization of large populations have been identified as vital mitigation strategies for curbing the spread of COVID-19. However, vaccine hesitancy is a major barrier to this. The knowledge and perception of COVID-19 vaccines can improve vaccine acceptance. The purpose of this study was to assess medical students' knowledge, attitude, and perception of COVID-19 vaccines. MethodsThis study was a cross-sectional web-based survey conducted among undergraduate students from the faculties of Basic medical sciences and Clinical sciences, University of Uyo, Akwa Ibom State, Nigeria. The students' knowledge was ranked as excellent (>70%), good (50-69%) and poor (<50%) while perception was categorized into positive (>50%), and negative (<50%). The difference in knowledge based on demographics was analyzed using the Independent sample t-test. The association between demographics, and students' perception was carried out using the Chi-square and Fisher's Exact tests. Analyses were conducted using SPSS software version 25. ResultsA total of 233 students consented to participate in the study out of which 51.1% were female. Forty-eight students (20.6%) had good knowledge while 41.2% of the participants accepted to take the COVID-19 vaccine. Positive perception was reported among 51.1% (119) of the students. ConclusionThere was poor knowledge and positive perception among majority of the students. Educational intervention in form of training should be done to improve medical students' knowledge and perception toward COVID-19 vaccination.",,,,,"Orok, Edidiong/AGR-5460-2022","Orok, Edidiong/0000-0002-5273-1927",,,,,,,,,,,,,,2296-2565,,,,SEP 9,2022,10,,,,,,,,942283,10.3389/fpubh.2022.942283,http://dx.doi.org/10.3389/fpubh.2022.942283,,,,,,,,36211686,,,,,WOS:000891723300001,View Full Record in Web of Science
J,"Ahmed, T; Rahman, AE; Amole, TG; Galadanci, H; Matjila, M; Soma-Pillay, P; Gillespie, BM; El Arifeen, S; Anumba, DOC",,,,"Ahmed, Tanvir; Rahman, Ahmed Ehsanur; Amole, Taiwo Gboluwaga; Galadanci, Hadiza; Matjila, Mushi; Soma-Pillay, Priya; Gillespie, Bronwen M.; El Arifeen, Shams; Anumba, Dilly O. C.",,,"The effect of COVID-19 on maternal newborn and child health (MNCH) services in Bangladesh, Nigeria and South Africa: call for a contextualised pandemic response in LMICs",INTERNATIONAL JOURNAL FOR EQUITY IN HEALTH,,,,,,,,,,,,"Global response to COVID-19 pandemic has inadvertently undermined the achievement of existing public health priorities and laregely overlooked local context. Recent evidence suggests that this will cause additional maternal and childhood mortality and morbidity especially in low- and middle-income countries (LMICs). Here we have explored the contextual factors influencing maternal, neonatal and children health (MNCH) care in Bangladesh, Nigeria and South Africa amidst the pandemic. Our findings suggest that between March and May 2020, there was a reduction in utilisation of basic essential MNCH services such as antenatal care, family planning and immunization due to: a) the implementation of lockdown which triggered fear of contracting the COVID-19 and deterred people from accessing basic MNCH care, and b) a shift of focus towards pandemic, causing the detriment to other health services, and c) resource constraints. Taken together these issues have resulted in compromised provision of basic general healthcare. Given the likelihood of recurrent waves of the pandemic globally, COVID-19 mitigation plans therefore should be integrated with standard care provision to enhance system resilience to cope with all health needs. This commentary suggests a four-point contextualised mitigation plan to safeguard MNCH care during the pandemic using the observed countries as exemplars for LMIC health system adaptations to maintain the trajectory of progress regarding sustainable development goals (SDGs).",,,,,"Rahman, Ahmed Ehsanur/ABC-5318-2021; Professor Dilly Anumba MBBS, FWACS/A-6358-2011","Professor Dilly Anumba MBBS, FWACS/0000-0003-2502-3033; Ahmed, Tanvir/0000-0001-8147-5136; Gillespie, Bronwen/0000-0003-1833-209X",,,,,,,,,,,,,,1475-9276,,,,MAR 15,2021,20,1,,,,,,,77,10.1186/s12939-021-01414-5,http://dx.doi.org/10.1186/s12939-021-01414-5,,,,,,,,33722225,,,,,WOS:000629379700001,View Full Record in Web of Science
J,"Khayat-Khoei, M; Bhattacharyya, S; Katz, J; Harrison, D; Tauhid, S; Bruso, P; Houtchens, MK; Edwards, KR; Bakshi, R",,,,"Khayat-Khoei, Mahsa; Bhattacharyya, Shamik; Katz, Joshua; Harrison, Daniel; Tauhid, Shahamat; Bruso, Penny; Houtchens, Maria K.; Edwards, Keith R.; Bakshi, Rohit",,,COVID-19 mRNA vaccination leading to CNS inflammation: a case series,JOURNAL OF NEUROLOGY,,,,,,,,,,,,"The availability of vaccines against the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), provides hope towards mitigation of the coronavirus disease 2019 (COVID-19) pandemic. Vaccine safety and efficacy has not been established in individuals with chronic autoimmune diseases such as multiple sclerosis (MS). Anecdotal reports suggest that the vaccines may be associated with brain, spinal cord, peripheral nervous system, and cardiac inflammation. Based on the high morbidity and unpredictable course of COVID-19, and the need to achieve herd immunity, vaccination has been recommended for patients with MS. We report clinical and MRI features of seven individuals who received the Moderna (n = 3) or Pfizer (n = 4) SARS-CoV-2 mRNA vaccines. Within one to 21 days of either the first (n = 2) or second (n = 5) vaccine dose, these patients developed neurologic symptoms and MRI findings consistent with active CNS demyelination of the optic nerve, brain, and/or spinal cord. Symptoms included visual loss, dysmetria, gait instability, paresthesias, sphincter disturbance, and limb weakness. Age ranged from 24 to 64 (mean 39.1) years; five were woman (71.4%). The final diagnosis was exacerbation of known stable MS (n = 4, two were receiving disease-modifying therapy at the time of vaccination), new onset MS (n = 2), or new onset neuromyelitis optica (n = 1). All responded to corticosteroid (n = 7) or plasma exchange (n = 1) therapy, with five returning to baseline and two approaching baseline. Large prospective studies are required to further investigate any possible relationship between COVID-19 vaccines and acute CNS demyelination.",,,,,,"Bhattacharyya, Shamik/0000-0001-8047-3622; Bakshi, Rohit/0000-0001-8601-5534; Harrison, Daniel/0000-0001-8707-2004",,,,,,,,,,,,,0340-5354,1432-1459,,,,MAR,2022,269,3,,,,,1093,1106,,10.1007/s00415-021-10780-7,http://dx.doi.org/10.1007/s00415-021-10780-7,,SEP 2021,,,,,,34480607,,,,,WOS:000693370900004,View Full Record in Web of Science
J,"Qiao, S; Li, ZL; Zhang, JJ; Sun, XW; Garrett, C; Li, XM",,,,"Qiao, Shan; Li, Zhenlong; Zhang, Jiajia; Sun, Xiaowen; Garrett, Camryn; Li, Xiaoming",,,"Social Capital, Urbanization Level, and COVID-19 Vaccination Uptake in the United States: A National Level Analysis",VACCINES,,,,,,,,,,,,"Vaccination remains the most promising mitigation strategy for the COVID-19 pandemic. However, existing literature shows significant disparities in vaccination uptake in the United States. Using publicly available national-level data, we aimed to explore if county-level social capital can further explain disparities in vaccination uptake rates when adjusting for demographic and social determinants of health (SDOH) variables, and if association between social capital and vaccination uptake may vary by urbanization level. Bivariate analyses and a hierarchical multivariable quasi-binomial regression analysis were conducted, where the regression analysis was stratified by urban- rural status. The current study suggests that social capital contributes significantly to the disparities of vaccination uptake in the US. The results of the stratification analysis show common predictors of vaccine uptake but also suggest various patterns based on urbanization level regarding the associations of COVID-19 vaccination uptake with SDOH and social capital factors. The study provides a new perspective to address disparities in vaccination uptake through fostering social capital within communities; which may inform tailored public health intervention efforts to enhance social capital and promote vaccination uptake.",,,,,"Li, Zhenlong/M-1065-2017","Li, Zhenlong/0000-0002-8938-5466; Garrett, Camryn/0000-0003-2569-0418",,,,,,,,,,,,,,2076-393X,,,,APR,2022,10,4,,,,,,,625,10.3390/vaccines10040625,http://dx.doi.org/10.3390/vaccines10040625,,,,,,,,35455373,,,,,WOS:000785540600001,View Full Record in Web of Science
J,"Saldana, F; Velasco-Hernandez, JX",,,,"Saldana, Fernando; Velasco-Hernandez, Jorge X.",,,The trade-off between mobility and vaccination for COVID-19 control: a metapopulation modelling approach,ROYAL SOCIETY OPEN SCIENCE,,,,,,,,,,,,"November 2020 received a string of encouraging results from leading vaccine developers raising hopes for the imminent availability of an effective and safe vaccine against the SARS-CoV-2. In the present work, we discuss the theoretical impact of introducing a vaccine across a range of scenarios. In particular, we investigate how vaccination coverage, efficacy and delivery time affect the control of the transmission dynamics in comparison to mobility restrictions. The analysis is based on a metapopulation epidemic model structured by risk. We perform a global sensitivity analysis using the Sobol method. Our analysis suggest that the reduction of mobility among patches plays a significant role in the mitigation of the disease close to the effect of immunization coverage of 30% achieved in four months. Moreover, for an immunization coverage between 20% and 50% achieved in the first half of 2021 with a vaccine efficacy between 70% and 95%, the percentage reduction in the total number of SARS-CoV-2 infections is between 30% and 50% by the end of 2021 in comparison with the no vaccination scenario.",,,,,"Saldaña, Fernando/HDM-6711-2022; Saldaña, Fernando/AAQ-6901-2021; Velasco-Hernandez, Jorge/A-5391-2008","Saldaña, Fernando/0000-0003-0558-1169; Velasco-Hernandez, Jorge/0000-0002-5604-7719",,,,,,,,,,,,,2054-5703,,,,,JUN 2,2021,8,6,,,,,,,202240,10.1098/rsos.202240,http://dx.doi.org/10.1098/rsos.202240,,,,,,,,34109037,,,,,WOS:000659154900001,View Full Record in Web of Science
J,"Adu, PA; Stallwood, L; Adebola, SO; Abah, T; Okpani, AI",,,,"Adu, Prince A.; Stallwood, Lisa; Adebola, Stephen O.; Abah, Theresa; Okpani, Arnold Ikedichi",,,The direct and indirect impact of COVID-19 pandemic on maternal and child health services in Africa: a scoping review,GLOBAL HEALTH RESEARCH AND POLICY,,,,,,,,,,,,"Introduction The novel coronavirus disease 2019 (COVID-19) continues to disrupt the availability and utilization of routine and emergency health care services, with differing impacts in jurisdictions across the world. In this scoping review, we set out to synthesize documentation of the direct and indirect effect of the pandemic, and national responses to it, on maternal, newborn and child health (MNCH) in Africa. Methods A scoping review was conducted to provide an overview of the most significant impacts identified up to March 15, 2022. We searched MEDLINE, Embase, HealthSTAR, Web of Science, PubMed, and Scopus electronic databases. We included peer reviewed literature that discussed maternal and child health in Africa during the COVID-19 pandemic, published from January 2020 to March 2022, and written in English. Papers that did not focus on the African region or an African country were excluded. A data-charting form was developed by the two reviewers to determine which themes to extract, and narrative descriptions were written about the extracted thematic areas. Results Four-hundred and seventy-eight articles were identified through our literature search and 27 were deemed appropriate for analysis. We identified three overarching themes: delayed or decreased care, disruption in service provision and utilization and mitigation strategies or recommendations. Our results show that minor consideration was given to preserving and promoting health service access and utilization for mothers and children, especially in historically underserved areas in Africa. Conclusions Reviewed literature illuminates the need for continued prioritization of maternity services, immunization, and reproductive health services. This prioritization was not given the much-needed attention during the COVID-19 pandemic yet is necessary to shield the continent's most vulnerable population segments from the shocks of current and future global health emergencies.",,,,,,"Adu, Prince/0000-0002-3983-0875",,,,,,,,,,,,,,2397-0642,,,,JUL 20,2022,7,1,,,,,,,20,10.1186/s41256-022-00257-z,http://dx.doi.org/10.1186/s41256-022-00257-z,,,,,,,,35854345,,,,,WOS:000827734900001,View Full Record in Web of Science
J,"da Silva, TMR; de Sa, ACMGN; Vieira, EWR; Prates, EJS; Beinner, MA; Matozinhos, FP",,,,"da Silva, Tercia Moreira Ribeiro; de Sa, Ana Carolina Micheletti Gomide Nogueira; Vieira, Ed Wilson Rodrigues; Prates, Elton Junio Sady; Beinner, Mark Anthony; Matozinhos, Fernanda Penido",,,Number of doses of Measles-Mumps-Rubella vaccine applied in Brazil before and during the COVID-19 pandemic,BMC INFECTIOUS DISEASES,,,,,,,,,,,,"Background Due to the social isolation measures adopted in an attempt to mitigate the risk of transmission of SARS-CoV-2, there has been a reduction in vaccination coverage of children and adolescents in several countries and regions of the world. Objective Analyze the number of doses of vaccine against Measles-Mumps-Rubella (MMR) applied before and after the beginning of mitigation measures due to COVID-19 pandemic in Brazil. Methods The data collected refer to the number of doses of the MMR vaccine applied monthly to the target population residing in Brazil: cahildren, aged 12 months (first dose) and children, aged 9 years (second dose), from April 2019 to December 2020. Differences in MMR vaccine doses from April 2019 to March 2020 (before the start of mitigation measures) and April 2020 to September 2020 (after the start of the mitigation measures) were evaluated. Spatial analysis identified clusters with a high percentage of reduction in the median of applied doses no Brazil. Results There was a reduction in the median of doses applied in the Regions North (- 33.03%), Northeast (- 43.49%) and South (- 39.01%) e nos Estados Acre (- 48.46%), Amazonas (- 28.96%), Roraima (- 61.91%), Paraiba (- 41.58%), Sergipe (- 47.52%), Rio de Janeiro (-59.31%) and Santa Catarina (- 49.32) (p < 0.05). High-high type spatial clusters (reduction between 34.00 and 90.00%) were formed in the five regions of Brazil (Moran's I = 0.055; p = 0.01). Conclusion A reduction in the number of MMR vaccine doses was evidenced as a possible effect by the restrictive actions of COVID-19 in Brazil.",,,,,"Matozinhos, Fernanda/AAW-5799-2020; Sá, Ana Carolina Micheletti Gomide Nogueira de/ADJ-4261-2022; Prates, Elton Junio Sady/X-5972-2018; Vieira, Ed Wilson/AAD-9212-2020; Silva, Tércia Moreira Ribeiro da/W-3673-2018","Matozinhos, Fernanda/0000-0003-1368-4248; Sá, Ana Carolina Micheletti Gomide Nogueira de/0000-0002-0122-2727; Prates, Elton Junio Sady/0000-0002-5049-186X; Vieira, Ed Wilson/0000-0001-8198-7270; Silva, Tércia Moreira Ribeiro da/0000-0002-5261-2266",,,,,,,,,,,,,,1471-2334,,,,DEC 9,2021,21,1,,,,,,,1237,10.1186/s12879-021-06927-6,http://dx.doi.org/10.1186/s12879-021-06927-6,,,,,,,,34886804,,,,,WOS:000728564700004,View Full Record in Web of Science
J,"Yang, MC; Su, YT; Chen, PH; Tsai, CC; Lin, TI; Wu, JR",,,,"Yang, Ming-Chun; Su, Yu-Tsun; Chen, Ping-Hong; Tsai, Ching-Chung; Lin, Ting-, I; Wu, Jiunn-Ren",,,Changing patterns of infectious diseases in children during the COVID-19 pandemic,FRONTIERS IN CELLULAR AND INFECTION MICROBIOLOGY,,,,,,,,,,,,"Each infectious disease has had its own epidemic pattern and seasonality for decades. However, public health mitigation measures during the coronavirus disease 2019 (COVID-19) pandemic have resulted in changing epidemic patterns of infectious diseases. Stringent measures resulted in low incidences of various infectious diseases during the outbreak of COVID-19, including influenza, respiratory syncytial virus, pneumococcus, enterovirus, and parainfluenza. Owing to the prevalence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections and subsequent immunity development, decreasing virulence of SARS-CoV-2, and worldwide immunization against SARS-CoV-2 in children beyond 6 months of age, mitigation measures are lifted country by country. Consequently, the immunity debt to infectious respiratory viruses other than SARS-CoV-2 contributed to the off-season, see-saw, and upsurge patterns of various infectious diseases in children. Moreover, apart from the persistence of SARS-CoV-2, the coexistence of other circulating viruses or bacterial outbreaks may lead to twindemics or tripledemics during the following years. Therefore, it is necessary to maintain hand hygiene and immunization policies against various pathogens to alleviate the ongoing impact of infectious diseases on children.",,,,,,,,,,,,,,,,,,,2235-2988,,,,,JUN 29,2023,13,,,,,,,,1200617,10.3389/fcimb.2023.1200617,http://dx.doi.org/10.3389/fcimb.2023.1200617,,,,,,,,37457965,,,,,WOS:001027956600001,View Full Record in Web of Science
J,"Procter, SR; Abbas, K; Flasche, S; Griffiths, U; Hagedorn, B; O'Reilly, KM; Jit, M",,,,"Procter, Simon R.; Abbas, Kaja; Flasche, Stefan; Griffiths, Ulla; Hagedorn, Brittany; O'Reilly, Kathleen M.; Jit, Mark",,CMMID COVID-19 Working Grp,SARS-CoV-2 infection risk during delivery of childhood vaccination campaigns: a modelling study,BMC MEDICINE,,,,,,,,,,,,"Background The COVID-19 pandemic has disrupted the delivery of immunisation services globally. Many countries have postponed vaccination campaigns out of concern about infection risks to the staff delivering vaccination, the children being vaccinated, and their families. The World Health Organization recommends considering both the benefit of preventive campaigns and the risk of SARS-CoV-2 transmission when making decisions about campaigns during COVID-19 outbreaks, but there has been little quantification of the risks. Methods We modelled excess SARS-CoV-2 infection risk to vaccinators, vaccinees, and their caregivers resulting from vaccination campaigns delivered during a COVID-19 epidemic. Our model used population age structure and contact patterns from three exemplar countries (Burkina Faso, Ethiopia, and Brazil). It combined an existing compartmental transmission model of an underlying COVID-19 epidemic with a Reed-Frost model of SARS-CoV-2 infection risk to vaccinators and vaccinees. We explored how excess risk depends on key parameters governing SARS-CoV-2 transmissibility, and aspects of campaign delivery such as campaign duration, number of vaccinations, and effectiveness of personal protective equipment (PPE) and symptomatic screening. Results Infection risks differ considerably depending on the circumstances in which vaccination campaigns are conducted. A campaign conducted at the peak of a SARS-CoV-2 epidemic with high prevalence and without special infection mitigation measures could increase absolute infection risk by 32 to 45% for vaccinators and 0.3 to 0.5% for vaccinees and caregivers. However, these risks could be reduced to 3.6 to 5.3% and 0.1 to 0.2% respectively by use of PPE that reduces transmission by 90% (as might be achieved with N95 respirators or high-quality surgical masks) and symptomatic screening. Conclusions SARS-CoV-2 infection risks to vaccinators, vaccinees, and caregivers during vaccination campaigns can be greatly reduced by adequate PPE, symptomatic screening, and appropriate campaign timing. Our results support the use of adequate risk mitigation measures for vaccination campaigns held during SARS-CoV-2 epidemics, rather than cancelling them entirely.",,,,,"Lei, Jiayao/AGW-9657-2022; Jit, Mark/HDM-7797-2022; Procter, Simon/AAK-9047-2020; Jarvis, Christopher/A-2969-2016","Procter, Simon/0000-0002-0380-1503; Medley, Graham/0000-0002-0030-7278; Waites, William/0000-0002-7759-6805; Villabona Arenas, Christian Julian/0000-0001-9928-3968; Hodgson, David/0000-0002-5585-8974; Liu, Yang/0000-0002-9368-0425; Bosse, Nikos I./0000-0002-7750-5280; Quaife, Matthew/0000-0001-9291-1511; Flasche, Stefan/0000-0002-5808-2606; Abbott, Sam/0000-0001-8057-8037; Abbas, Kaja/0000-0003-0563-1576; Jarvis, Christopher/0000-0002-0812-2446; McCarthy, Ciara/0000-0002-5185-2962; Jit, Mark/0000-0001-6658-8255; Quilty, Billy/0000-0002-9094-3728; Tully, Damien/0000-0002-7620-9340; Pung, Rachael/0000-0002-1188-8231",,,,,,,,,,,,,1741-7015,,,,,AUG 12,2021,19,1,,,,,,,198,10.1186/s12916-021-02072-8,http://dx.doi.org/10.1186/s12916-021-02072-8,,,,,,,,34384441,,,,,WOS:000685303100001,View Full Record in Web of Science
